incident_id,incident_description,root_cause,corrective_action_type,preventive_action_type,severity_level,cleaned_incident
INC-2023-1770,Autoclave TBL-610 failed to reach sterilisation temperature of 121 degrees C during cycle for batch A9247B. Maximum recorded temperature was 31.0 degrees C. Load quarantined pending investigation.,Equipment Failure,Deep cleaning and sanitisation,Install automated alarm and alert system,High,autoclave tbl 610 failed to reach sterilisation temperatureerature of 121 degrees c during cycle for batch a9247b maximum recorded temperatureerature was 31 0 degrees c load quarantined pending investigation
INC-2023-1771,Double dispensing of HPMC occurred for batch E4699A. Operator OP-5584 did not check previous dispensing record. Total weight 24.7% above specification.,Human Error,Deep cleaning and sanitisation,Implement preventive maintenance schedule,Medium,double dispensing of hpmc occurred for batch e4699a operator op 5584 did not check previous dispensing record total weight 24 7 above specification
INC-2023-1772,Tablet disintegration for batch D3703C exceeded 9.1 minutes at 45 minute timepoint. Specification limit is NMT 24 minutes.,Process Deviation,Deep cleaning and sanitisation,Revise SOP with enhanced controls,Medium,tablet disintegration for batch d3703c exceeded 9 1 minutes at 45 minute timepoint specification limit is nmt 24 minutes
INC-2023-1773,Laboratory analyst OP-3205 performed testing using method SOP SOP-065 without completing analytical method training qualification record.,Training Gap,Root cause investigation and CAPA report,Add in-process checks at critical steps,Medium,laboratory analyst op 3205 performed testing using method standard operating procedure standard operating procedure 065 without completing analytical method training qualification record
INC-2023-1774,Non-viable particle count in Grade A zone exceeded specification during aseptic filling of batch E7259B. 19 particles per m3 recorded. Filling halted for investigation.,Environmental Control Failure,Batch quarantine and investigation,Install automated alarm and alert system,Medium,non viable particle count in grade a zone exceeded specification during aseptic filling of batch e7259b 19 particles per m3 recorded filling halted for investigation
INC-2023-1775,Incorrect cleaning agent applied to equipment AC-563 following batch A4054B processing. Cleaning SOP not consulted prior to cleaning. Contamination risk assessed.,Human Error,Deep cleaning and sanitisation,Revise SOP with enhanced controls,Medium,incorrect cleaning agent applied to equipment ac 563 following batch a4054b processing cleaning standard operating procedure not consulted prior to cleaning contamination risk assessed
INC-2023-1776,Two raw material lots LOT-72092 and LOT-39840 mixed in dispensary during weighing for batch A9160B. Mix-up detected by second operator during verification check.,Human Error,Operator retraining,Install automated alarm and alert system,Low,two raw material lots lot 72092 and lot 39840 mixed in dispensary during weighing for batch a9160b mix up detected by second operator during verification check
INC-2023-1777,Change control CC-5367 closed without completing all required verification actions. Validation report not attached before closure. Non-compliance found at audit.,Documentation Error,Operator retraining,Introduce dual-person verification,Low,change control cc 5367 closed without completing all required verification actions validation report not attached before closure non compliance found at audit
INC-2023-1778,Microbial contamination found in Povidone lot LOT-73882 from PharmChem Ltd. Total aerobic count 39 CFU/g exceeds NMT limit. Material quarantined.,Material / Supplier Defect,Root cause investigation and CAPA report,Add in-process checks at critical steps,Medium,microbial contamination found in povidone lot lot 73882 from pharmchem ltd total aerobic count 39 cfu g exceeds nmt limit material quarantined
INC-2023-1779,Visual inspection of batch A3221B identified 43 units with visible particulate matter. Batch held pending particle identification and risk assessment.,Process Deviation,Process parameter adjustment,Revise SOP with enhanced controls,High,visual inspection of batch a3221b identified 43 units with visible particulate matter batch held pending particle identification and risk assessment
INC-2023-1780,API assay for lot LOT-40802 from ChemSource Inc measured 112.8% against specification of 93.6% to 107.2%.,Material / Supplier Defect,Batch quarantine and investigation,Add in-process checks at critical steps,Low,api assay for lot lot 40802 from chemsource inc measured 112 8 against specification of 93 6 to 107 2
INC-2023-1781,pH meter CP-354 gave inconsistent readings during in-process checks on batch D4442A. Calibration check failed with 0.13 pH unit drift from standard.,Equipment Failure,Process parameter adjustment,Implement environmental monitoring trend analysis,Medium,ph meter cp 354 gave inconsistent readings during in process checks on batch d4442a calibration check failed with 0 13 ph unit drift from standard
INC-2023-1782,API assay for lot LOT-46967 from ChemSource Inc measured 94.3% against specification of 94.3% to 105.0%.,Material / Supplier Defect,Document revision and re-issuance,Add in-process checks at critical steps,Medium,api assay for lot lot 46967 from chemsource inc measured 94 3 against specification of 94 3 to 105 0
INC-2023-1783,In-process pH of batch A5106A drifted to 8.2 outside validated range of 4.4 to 6.9 during granulation step.,Process Deviation,Process parameter adjustment,Add in-process checks at critical steps,Medium,in process ph of batch a5106a drifted to 8 2 outside validated range of 4 4 to 6 9 during granulation step
INC-2023-1784,Raw data for batch E1366A testing deleted from system before secondary review completed. Data integrity breach identified during internal audit review.,Documentation Error,Operator retraining,Introduce dual-person verification,Medium,raw data for batch e1366a testing deleted from system before secondary review completed data integrity breach identified during internal audit review
INC-2023-1785,Mixing time for batch C2407A reduced to 28.0 minutes due to equipment issue. Validated minimum mixing time is 45 minutes. Blend uniformity testing initiated.,Process Deviation,Batch quarantine and investigation,Increase monitoring frequency,High,mixing time for batch c2407a reduced to 28 0 minutes due to equipment issue validated minimum mixing time is 45 minutes blend uniformity testing initiated
INC-2023-1786,Stability protocol for batch D7996C not updated following formulation change approval. Study conducted per obsolete protocol. Results may not be reportable.,Documentation Error,Batch quarantine and investigation,Deploy continuous training programme,Medium,stability protocol for batch d7996c not updated following formulation change approval study conducted per obsolete protocol results may not be reportable
INC-2023-1787,Gowning procedure not followed correctly by operator OP-4418 entering Grade A filling zone during batch A9531B filling operation. Non-compliance confirmed by CCTV review.,Human Error,Document revision and re-issuance,Enhance supplier qualification process,Low,gowning procedure not followed correctly by operator op 4418 entering grade a filling zone during batch a9531b filling operation non compliance confirmed by cctv review
